sectionName,cityName,sectionLink,edited_sectionLink
Châu Đốc,Tỉnh An Giang,https://www.agoda.com/vi-vn/city/chau-doc-an-giang-vn.html,https://www.agoda.com/vi-vn/search?city=17162
Tinh Bien,Tỉnh An Giang,https://www.agoda.com/vi-vn/city/tinh-bien-vn.html,https://www.agoda.com/vi-vn/search?city=231976&ds=of%2BjbFuqeIUXZii4
An Phú (An Giang),Tỉnh An Giang,https://www.agoda.com/vi-vn/city/an-phu-an-giang-vn.html,https://www.agoda.com/vi-vn/search?city=728002
Bắc Ninh,Tỉnh Bắc Ninh,https://www.agoda.com/vi-vn/city/bac-ninh-vn.html,https://www.agoda.com/vi-vn/search?city=115625
Tu Son (Bac Ninh),Tỉnh Bắc Ninh,https://www.agoda.com/vi-vn/city/tu-son-bac-ninh-vn.html,https://www.agoda.com/vi-vn/search?city=720973
Cao Bằng,Tỉnh Cao Bằng,https://www.agoda.com/vi-vn/city/cao-bang-vn.html,https://www.agoda.com/vi-vn/search?city=204057
Ðâm Thùy,Tỉnh Cao Bằng,https://www.agoda.com/vi-vn/city/dam-thuy-vn.html,https://www.agoda.com/vi-vn/search?city=221169
Pac Xin,Tỉnh Cao Bằng,https://www.agoda.com/vi-vn/city/pac-xin-vn.html,https://www.agoda.com/vi-vn/search?city=228115
Chổng Hó,Tỉnh Cao Bằng,https://www.agoda.com/vi-vn/city/chong-ho-vn.html,https://www.agoda.com/vi-vn/search?city=220425
Trường Hà,Tỉnh Cao Bằng,https://www.agoda.com/vi-vn/city/truong-ha-vn.html,https://www.agoda.com/vi-vn/search?city=226805
Lũng Miầu,Tỉnh Cao Bằng,https://www.agoda.com/vi-vn/city/lung-miau-vn.html,https://www.agoda.com/vi-vn/search?city=226062&ds=S7FfUjSpR9yXfPG4
Lạng Sơn,Tỉnh Lạng Sơn,https://www.agoda.com/vi-vn/city/lang-son-vn.html,https://www.agoda.com/vi-vn/search?city=204064
Cà Mau,Tỉnh Cà Mau,https://www.agoda.com/vi-vn/city/ca-mau-vn.html,https://www.agoda.com/vi-vn/search?city=115629&ds=A4vkjmmFgUnllO1v
Năm Căn (Cà Mau),Tỉnh Cà Mau,https://www.agoda.com/vi-vn/city/nam-can-ca-mau-vn.html,https://www.agoda.com/vi-vn/search?city=728006
Gia Nghĩa (Đắk Nông),Tỉnh Đắk Nông,https://www.agoda.com/vi-vn/city/gia-nghia-dak-nong-vn.html,https://www.agoda.com/vi-vn/search?city=204058&ds=MGn0j%2BmD9mkYBLHw
Ba Be,Tỉnh Bắc Kạn,https://www.agoda.com/vi-vn/city/ba-be-vn.html,https://www.agoda.com/vi-vn/search?city=720974
Bắc Kạn,Tỉnh Bắc Kạn,https://www.agoda.com/vi-vn/city/bac-kan-vn.html,https://www.agoda.com/vi-vn/search?city=204054
Hải Dương,Tỉnh Hải Dương,https://www.agoda.com/vi-vn/city/hai-duong-vn.html,https://www.agoda.com/vi-vn/search?city=115635
Ðá Cốc,Tỉnh Hải Dương,https://www.agoda.com/vi-vn/city/da-coc-vn.html,https://www.agoda.com/vi-vn/search?city=220862&ds=eUc1IbT12C2WaT3o
Bạc Liêu,Tỉnh Bạc Liêu,https://www.agoda.com/vi-vn/city/bac-lieu-vn.html,https://www.agoda.com/vi-vn/search?city=204055
Điện Biên Phủ,Tỉnh Điện Biên,https://www.agoda.com/vi-vn/city/dien-bien-phu-vn.html,https://www.agoda.com/vi-vn/search?city=19657
Đông Hà (Quảng Trị),Tỉnh Quảng Trị,https://www.agoda.com/vi-vn/city/dong-ha-quang-tri-vn.html,https://www.agoda.com/vi-vn/search?city=204067
Khe Sanh,Tỉnh Quảng Trị,https://www.agoda.com/vi-vn/city/khe-sanh-vn.html,https://www.agoda.com/vi-vn/search?city=223849
Huyện Gio Linh,Tỉnh Quảng Trị,https://www.agoda.com/vi-vn/city/huyen-gio-linh-vn.html,https://www.agoda.com/vi-vn/search?city=223145
Lao Bảo,Tỉnh Quảng Trị,https://www.agoda.com/vi-vn/city/lao-bao-vn.html,https://www.agoda.com/vi-vn/search?city=225574
Ấp Nhơn Lộc,Tỉnh Hậu Giang,https://www.agoda.com/vi-vn/city/ap-nhon-loc-vn.html,https://www.agoda.com/vi-vn/search?city=216225&ds=ADvDROZGoMAXY4el
Hậu Giang,Tỉnh Hậu Giang,https://www.agoda.com/vi-vn/city/hau-giang-vn.html,https://www.agoda.com/vi-vn/search?city=222541&ds=OLSXOPN5VZQ8wkBd
Châu Thành A,Tỉnh Hậu Giang,https://www.agoda.com/vi-vn/city/chau-thanh-a-vn.html,https://www.agoda.com/vi-vn/search?city=728007&ds=uiKmYl9H8d7X0v1s
Huyện Vị Thanh,Tỉnh Hậu Giang,https://www.agoda.com/vi-vn/city/huyen-vi-thanh-vn.html,https://www.agoda.com/vi-vn/search?city=223449&ds=UhycgxEssZFYSyWL
Bắc Giang,Tỉnh Bắc Giang,https://www.agoda.com/vi-vn/city/bac-giang-vn.html,https://www.agoda.com/vi-vn/search?city=204053&ds=nRZfiXtFXUMRx6X2
Hưng Yên,Tỉnh Hưng Yên,https://www.agoda.com/vi-vn/city/hung-yen-vn.html,https://www.agoda.com/vi-vn/search?city=115651&ds=qRGf3YU3os1Nnaqp
Bẩn Yên Nhân,Tỉnh Hưng Yên,https://www.agoda.com/vi-vn/city/ban-yen-nhan-vn.html,https://www.agoda.com/vi-vn/search?city=218832&ds=OmOQ%2Fc31d6jHODhQ
Thái Bình,Tỉnh Thái Bình,https://www.agoda.com/vi-vn/city/thai-binh-vn.html,https://www.agoda.com/vi-vn/search?city=115753&ds=xqOEm%2FXFCGvPmrAV
Bến Lức,Tỉnh Long An,https://www.agoda.com/vi-vn/city/ben-luc-vn.html,https://www.agoda.com/vi-vn/search?city=115661&ds=SAcga4ZNCPqoIODp
Tân An,Tỉnh Long An,https://www.agoda.com/vi-vn/city/tan-an-vn.html,https://www.agoda.com/vi-vn/search?city=115663
Ấp Kế Mỹ,Tỉnh Long An,https://www.agoda.com/vi-vn/city/ap-ke-my-vn.html,https://www.agoda.com/vi-vn/search?city=115658
Ấp Bình Thi,Tỉnh Long An,https://www.agoda.com/vi-vn/city/ap-binh-thi-vn.html,https://www.agoda.com/vi-vn/search?city=115657&ds=EcfOvQWZ33hJoLKX
Sóc Trăng,Tỉnh Sóc Trăng,https://www.agoda.com/vi-vn/city/soc-trang-vn.html,https://www.agoda.com/vi-vn/search?city=115748&ds=Oq27GRzqBa%2Fd5XJA
Bình Long (Bình Phước),Tỉnh Bình Phước,https://www.agoda.com/vi-vn/city/binh-long-binh-phuoc-vn.html,https://www.agoda.com/vi-vn/search?city=728004
Dồng Xoài,Tỉnh Bình Phước,https://www.agoda.com/vi-vn/city/dong-xoai-vn.html,https://www.agoda.com/vi-vn/search?city=221899
Phước Long (Bình Phước),Tỉnh Bình Phước,https://www.agoda.com/vi-vn/city/phuoc-long-binh-phuoc-vn.html,https://www.agoda.com/vi-vn/search?city=728005
Bù Gia Mập,Tỉnh Bình Phước,https://www.agoda.com/vi-vn/city/bu-gia-map-vn.html,https://www.agoda.com/vi-vn/search?city=214897
Phủ Lý (Hà Nam),Tỉnh Hà Nam,https://www.agoda.com/vi-vn/city/phu-ly-ha-nam-vn.html,https://www.agoda.com/vi-vn/search?city=204061&ds=hw420TxLtWwalnbp
Nam Ðịnh,Tỉnh Nam Ðịnh,https://www.agoda.com/vi-vn/city/nam-dinh-vn.html,https://www.agoda.com/vi-vn/search?city=204065
Trà Vinh,Tỉnh Trà Vinh,https://www.agoda.com/vi-vn/city/tra-vinh-vn.html,https://www.agoda.com/vi-vn/search?city=204070&ds=AOVIRyjoguCCvQpB
Cầu Kè,Tỉnh Trà Vinh,https://www.agoda.com/vi-vn/city/cau-ke-vn.html,https://www.agoda.com/vi-vn/search?city=220109&ds=Z8wpJ70hjdiPKqtC
Nguyệt Hạng,Tỉnh Trà Vinh,https://www.agoda.com/vi-vn/city/nguyet-hang-vn.html,https://www.agoda.com/vi-vn/search?city=227612&ds=AgrjXIVXVVYQrY1k
Lai Châu,Tỉnh Lai Châu,https://www.agoda.com/vi-vn/city/lai-chau-vn.html,https://www.agoda.com/vi-vn/search?city=18867&ds=dy6eMtYR3OK7Yb%2BV
Ye Yen Sun Cay,Tỉnh Lai Châu,https://www.agoda.com/vi-vn/city/ye-yen-sun-cay-vn.html,https://www.agoda.com/vi-vn/search?city=234483&ds=XzkPTSHQfImlHWpG
